식품대분류명,대표식품명,열량,나트륨,탄수화물,당류,지방,트랜스지방,포화지방,콜레스테롤,단백질
볶음류,감자볶음,100,318.0,12.41,3.37,4.84,0.03,0.63,0.0,1.75
볶음류,채소감자볶음,108,208.0,13.1,0.12,5.22,0.05,0.69,0.0,2.04
볶음류,건새우볶음,304,1554.0,5.4,4.05,12.95,0.1,1.75,387.95,41.55
볶음류,돼지고기곱창볶음,130,215.0,18.52,3.27,3.0,0.01,1.05,76.08,7.23
볶음류,김치볶음,106,521.0,7.27,4.45,7.94,0.08,0.87,4.66,1.38
볶음류,참치김치볶음,122,480.0,7.12,1.83,6.68,0.11,0.64,20.25,8.33
볶음류,낙지볶음,91,537.0,8.6,7.91,3.77,0.02,0.44,44.76,5.77
볶음류,닭발볶음,186,974.0,11.72,6.37,9.38,0.1,2.2,412.79,13.8
볶음류,닭볶음(닭갈비),186,338.0,7.93,0.77,10.96,0.07,1.92,49.32,13.98
볶음류,닭가슴살닭볶음(닭갈비),122,490.0,1.38,0.29,5.65,0.03,0.65,50.36,16.39
볶음류,당근볶음,95,216.0,7.79,4.5,6.63,0.01,1.1,0.0,0.93
볶음류,김치돼지고기볶음,161,510.0,5.93,2.9,10.05,0.06,2.99,35.12,11.81
볶음류,채소돼지고기볶음,169,346.0,8.63,6.67,7.59,0.03,2.58,46.71,16.57
볶음류,돼지고기볶음(제육볶음),195,501.0,4.73,0.38,14.19,0.06,4.18,45.6,12.15
볶음류,떡볶이,144,391.0,25.96,4.4,2.96,0.01,0.28,2.34,3.51
볶음류,채소떡볶이,258,269.0,57.06,1.97,1.88,0.02,0.39,0.0,3.12
볶음류,라볶이,134,311.0,20.14,0.94,4.71,0.03,1.47,2.52,2.83
볶음류,마늘쫑볶음,89,562.0,13.17,5.29,2.54,0.01,0.37,0.0,3.25
볶음류,멸치마늘쫑볶음,117,505.0,15.42,5.7,2.78,0.02,0.42,2.52,7.54
볶음류,마파두부,109,352.0,5.36,2.45,6.48,0.03,1.04,6.79,7.29
볶음류,멸치볶음,276,2606.0,13.62,11.6,7.08,0.04,1.28,368.7,39.44
볶음류,견과류멸치볶음,414,1828.0,18.36,14.02,24.32,0.02,3.04,157.2,30.4
볶음류,꽈리고추멸치볶음,253,1334.0,7.96,6.24,14.08,0.0,0.16,147.3,23.62
볶음류,마늘쫑멸치볶음,277,2501.0,12.42,4.26,10.84,0.06,1.9,305.04,32.4
볶음류,풋고추멸치볶음,190,1345.0,13.3,9.02,6.0,0.04,1.3,196.8,20.62
볶음류,고추장문어볶음,88,487.0,8.62,5.44,1.02,0.01,0.22,78.89,10.97
볶음류,미역줄기볶음,77,505.0,4.85,0.55,5.95,0.04,0.89,0.0,0.96
볶음류,느타리버섯버섯볶음,94,524.0,6.78,4.24,6.2,0.04,0.8,0.0,2.8
볶음류,새송이버섯버섯볶음,121,341.0,9.29,3.75,8.03,0.08,1.51,0.0,2.95
볶음류,브로콜리볶음,51,94.0,5.53,1.42,1.28,0.0,0.22,0.0,4.42
볶음류,묵은지김치삼겹살볶음,151,604.0,8.4,3.62,10.49,0.13,3.36,13.36,5.76
볶음류,새우볶음,83,326.0,5.96,3.99,2.21,0.03,0.38,79.67,9.91
볶음류,고추장소고기볶음,197,554.0,10.7,9.7,10.79,0.1,4.28,38.8,14.36
볶음류,버섯소고기볶음,144,369.0,6.92,2.85,7.73,0.06,2.57,23.61,11.59
볶음류,채소소고기볶음,126,269.0,6.44,4.53,5.4,0.05,2.17,38.44,12.8
볶음류,소시지볶음,280,887.0,14.41,5.83,19.38,0.09,5.8,28.41,11.94
볶음류,애호박 볶음,59,447.0,5.3,0.42,3.62,0.04,0.44,0.0,1.32
볶음류,양파볶음,56,274.0,9.51,9.15,1.54,0.01,0.11,0.0,0.99
볶음류,어묵볶음,197,818.0,24.33,6.31,7.29,0.05,1.32,16.64,8.41
볶음류,채소어묵볶음,152,632.0,17.2,1.26,6.41,0.07,1.0,9.36,6.33
볶음류,오징어볶음,128,310.0,7.43,1.93,6.52,0.04,1.0,109.18,9.85
볶음류,유산슬,86,211.0,4.1,2.15,4.4,0.03,0.78,30.27,7.54
볶음류,견과류잔멸치볶음,388,1753.0,22.64,14.54,22.22,0.04,2.54,134.8,24.34
볶음류,꽈리고추잔멸치볶음,293,1266.0,9.24,5.84,17.48,0.12,2.74,193.94,24.78
볶음류,풋고추잔멸치볶음,256,2070.0,16.94,10.62,8.32,0.06,1.56,325.72,28.24
볶음류,홍고추잔멸치볶음,228,2061.0,5.72,3.76,8.0,0.06,1.42,327.98,33.28
볶음류,잡채,146,360.0,24.26,0.73,3.3,0.07,0.55,22.66,4.71
볶음류,어묵잡채,148,429.0,26.13,1.5,3.78,0.03,0.64,3.83,2.34
볶음류,콩나물잡채,67,619.0,12.55,9.37,0.97,0.22,0.12,0.0,1.93
볶음류,소고기죽순볶음,120,214.0,3.78,2.07,5.59,0.13,2.12,30.97,13.68
볶음류,팔보채,90,856.0,3.42,2.09,2.9,0.02,0.39,50.98,12.42
볶음류,풋고추볶음,70,276.0,8.25,4.34,3.23,0.03,0.58,0.0,1.93
볶음류,채소햄볶음,183,803.0,9.6,3.33,11.37,0.08,3.6,32.49,10.47
조림류,감자조림,114,487.0,18.1,7.68,3.52,0.02,0.42,0.0,2.4
조림류,고등어조림,141,390.0,4.1,3.39,8.84,0.05,2.14,30.05,11.25
조림류,꽁치조림,244,350.0,5.14,4.05,17.87,2.48,3.52,32.81,15.52
조림류,닭볶음탕,111,376.0,8.52,0.42,3.22,0.03,1.19,42.44,11.91
조림류,닭조림,197,470.0,6.57,0.5,10.9,0.07,2.73,70.32,18.03
조림류,고추장닭조림,152,290.0,13.25,2.04,6.94,0.04,2.05,48.95,9.12
조림류,두부조림,143,161.0,4.4,3.64,9.66,0.02,1.36,0.0,9.64
조림류,땅콩조림,483,574.0,19.95,9.85,36.4,0.05,5.8,0.0,18.75
조림류,멸치조림,318,3163.0,8.93,7.35,13.22,0.09,2.27,384.78,40.92
조림류,무조림,48,779.0,4.29,3.87,2.38,0.04,0.35,0.64,2.26
조림류,미트볼조림,221,315.0,12.95,10.52,10.73,0.08,2.12,29.48,18.15
조림류,버섯조림,60,302.0,6.23,1.95,2.0,0.06,1.47,0.0,4.38
조림류,병어조림,112,842.0,4.87,0.22,4.78,0.12,2.07,40.81,12.46
조림류,삼치조림,125,441.0,2.61,2.03,5.63,0.04,1.64,51.41,15.88
조림류,양미리조림,65,711.0,9.09,2.2,0.66,0.01,0.29,49.59,5.76
조림류,어묵조림,159,428.0,23.16,2.43,4.73,0.05,0.81,7.84,5.83
조림류,연근조림,174,661.0,29.42,2.78,5.1,0.02,0.64,0.0,2.68
조림류,오징어조림,137,1469.0,12.45,6.85,2.37,0.01,0.63,172.74,16.55
조림류,오징어채조림,240,1130.0,25.36,13.78,4.9,0.02,0.82,236.72,23.52
조림류,우엉조림,188,1174.0,34.8,28.43,3.33,0.07,0.53,0.0,4.8
조림류,달걀장조림,138,628.0,8.67,6.87,7.12,0.03,2.07,246.68,9.85
조림류,메추리알장조림,203,755.0,6.3,3.48,13.41,0.08,4.18,389.45,14.25
조림류,소고기장조림,69,543.0,4.84,1.0,0.86,0.03,0.43,20.21,10.41
조림류,소고기장조림,157,877.0,15.56,3.32,5.39,0.06,1.63,181.88,11.69
조림류,쥐포조림,276,1265.0,36.12,23.37,8.86,0.04,1.3,50.56,13.03
조림류,코다리조림,86,466.0,4.16,3.67,0.4,0.02,0.17,66.8,16.46
조림류,콩조림(콩자반),281,868.0,34.83,3.53,7.73,0.0,0.67,0.0,17.97
튀김류,감자튀김,312,78.0,35.15,0.37,17.01,0.07,3.29,0.0,4.55
튀김류,김튀김,522,606.0,54.36,0.14,28.9,0.2,5.36,0.0,11.0
튀김류,다시마튀각,462,1305.0,47.32,17.24,26.52,0.32,4.08,0.0,8.44
튀김류,간장닭다리튀김,323,410.0,17.88,3.71,19.6,0.17,4.78,58.97,18.86
튀김류,날개닭튀김,257,269.0,10.49,0.0,16.27,0.13,3.91,75.34,17.17
튀김류,떡강정,249,446.0,47.89,5.34,4.72,0.05,0.96,0.0,3.79
튀김류,미역튀각,443,5223.0,21.14,11.36,33.9,0.48,5.42,0.0,13.24
튀김류,새우탕수육,116,492.0,13.02,6.44,4.2,0.07,0.71,53.36,6.65
나물·숙채류,가지나물,36,274.0,4.18,2.34,1.5,0.0,0.22,0.0,1.42
나물·숙채류,고구마줄기나물,83,179.0,4.1,0.0,7.0,0.16,1.16,0.0,0.98
나물·숙채류,고사리나물무침,90,441.0,6.28,0.5,5.52,0.02,0.7,0.0,3.78
나물·숙채류,고춧잎나물무침,88,797.0,7.14,1.51,4.69,0.09,0.74,0.0,4.41
나물·숙채류,깻잎나물,78,362.0,5.04,2.04,5.18,0.1,0.64,0.0,2.68
나물·숙채류,냉이나물,111,718.0,15.7,10.45,3.07,0.03,0.48,0.0,5.02
나물·숙채류,도라지나물무침,130,411.0,13.12,0.9,7.52,0.04,1.0,0.0,2.48
나물·숙채류,머위대나물무침,58,363.0,4.76,0.34,2.56,0.02,0.32,25.22,3.96
나물·숙채류,무나물무침,21,352.0,3.64,3.3,0.46,0.0,0.04,0.0,0.62
나물·숙채류,방풍나물무침,76,267.0,10.74,2.91,1.73,0.0,0.23,0.0,4.39
나물·숙채류,배추나물,61,276.0,8.45,6.24,2.19,0.03,0.29,0.0,2.01
나물·숙채류,비름나물무침,73,335.0,5.7,0.86,4.05,0.1,0.63,0.0,3.46
나물·숙채류,숙주나물,35,403.0,2.96,1.58,1.58,0.0,0.12,0.0,2.22
나물·숙채류,시금치나물,69,136.0,3.36,0.1,4.46,0.12,0.4,0.0,3.74
나물·숙채류,시래기나물무침,114,514.0,7.74,0.54,7.28,0.02,0.9,0.0,4.32
나물·숙채류,씀바귀나물무침,97,204.0,16.57,1.28,1.73,0.08,0.36,0.0,3.87
나물·숙채류,열무나물,82,460.0,4.76,0.6,5.3,0.18,0.66,0.0,3.91
나물·숙채류,된장열무나물,68,379.0,4.09,0.73,4.09,0.12,0.52,0.0,3.71
나물·숙채류,유채나물,96,1279.0,7.82,1.98,4.6,0.04,0.59,0.0,5.8
나물·숙채류,참나물,60,218.0,4.14,0.67,3.69,0.01,0.58,0.0,2.51
나물·숙채류,된장취나물,44,235.0,4.12,0.84,1.66,0.01,0.19,0.0,3.08
나물·숙채류,취나물(마른것)취나물,89,133.0,6.4,0.0,5.4,0.02,0.56,0.0,3.62
나물·숙채류,콩나물무침,69,387.0,3.2,0.5,4.54,0.0,0.48,0.0,3.86
나물·숙채류,고춧가루콩나물무침,93,203.0,5.93,1.9,5.93,0.01,0.83,0.0,3.93
나물·숙채류,토란대나물무침,68,222.0,4.22,0.39,3.38,0.02,0.46,24.41,5.14
나물·숙채류,호박오가리나물무침,201,1849.0,21.46,6.82,10.01,0.13,1.65,0.0,6.14
생채·무침류,가죽나물무침,76,276.0,10.05,3.81,1.35,0.01,0.19,0.0,5.83
생채·무침류,배추겉절이,55,328.0,6.58,1.3,2.14,0.06,0.42,2.9,2.28
생채·무침류,상추겉절이,61,431.0,5.26,2.98,3.41,0.02,0.38,5.8,2.36
생채·무침류,열무겉절이,58,891.0,5.38,2.26,2.94,0.08,0.46,0.0,2.4
생채·무침류,치커리겉절이,56,177.0,4.4,3.71,3.65,0.11,0.42,0.0,1.49
생채·무침류,소면골뱅이무침,109,281.0,18.91,3.57,1.47,0.0,0.18,14.5,5.01
생채·무침류,굴무침,77,204.0,7.3,2.74,2.31,0.03,0.61,28.38,6.68
생채·무침류,김무침,259,1011.0,19.33,5.73,10.73,0.07,1.53,0.0,21.17
생채·무침류,낙지무침,77,340.0,3.96,0.14,1.24,0.0,0.17,136.42,12.41
생채·무침류,닭고기냉채,90,151.0,5.0,4.8,1.95,0.01,0.5,46.32,13.08
생채·무침류,다시마무침,48,2759.0,6.8,0.0,1.18,0.0,0.28,13.03,2.57
생채·무침류,달래무침,63,567.0,6.07,3.83,3.02,0.02,0.4,0.0,2.92
생채·무침류,도라지생채,77,283.0,16.15,5.25,0.51,0.0,0.13,0.0,2.06
생채·무침류,초고추장두릅무침,67,205.0,7.89,4.54,3.01,0.0,0.42,0.0,2.16
생채·무침류,마늘쫑무침,106,313.0,12.77,7.47,4.93,0.03,0.63,0.0,2.73
생채·무침류,무말랭이무침,121,450.0,22.5,4.1,1.55,0.05,1.25,1.95,4.2
생채·무침류,무생채,49,821.0,7.33,1.78,1.11,0.02,0.16,8.09,2.43
생채·무침류,굴무생채,50,366.0,5.92,4.04,1.26,0.01,0.19,12.81,3.68
생채·무침류,도토리묵묵무침,74,319.0,10.92,1.82,2.95,0.01,0.38,0.0,0.93
생채·무침류,오징어물회,49,364.0,3.26,2.1,1.2,0.0,0.19,68.29,6.19
생채·무침류,미나리무침,46,765.0,5.41,2.24,2.13,0.01,0.3,0.0,1.31
생채·무침류,미역초무침,35,452.0,5.24,1.3,1.02,0.0,0.16,0.0,1.18
생채·무침류,민들레잎무침,81,248.0,12.32,8.16,2.33,0.01,0.21,0.0,2.69
생채·무침류,느타리버섯버섯무침,59,311.0,3.44,0.09,3.77,0.01,0.46,0.0,2.74
생채·무침류,부추무침,92,666.0,6.25,3.06,5.92,0.02,0.79,14.73,3.5
생채·무침류,양파부추무침,44,326.0,6.81,5.79,1.07,0.02,0.19,0.0,1.83
생채·무침류,북어채무침,188,756.0,12.05,5.59,2.91,0.02,0.51,110.75,28.4
생채·무침류,감자샐러드,126,236.0,12.25,3.75,7.99,0.06,1.36,4.53,1.31
생채·무침류,단호박샐러드,162,70.0,18.77,14.3,8.97,0.05,1.35,4.52,1.48
생채·무침류,닭가슴살샐러드,135,88.0,5.36,3.25,9.49,0.03,1.21,10.85,7.17
생채·무침류,새싹샐러드,74,156.0,4.96,2.26,4.81,0.02,0.62,12.28,2.77
생채·무침류,양배추샐러드,150,97.0,8.47,7.95,11.71,0.05,1.79,5.14,2.69
생채·무침류,양상추샐러드,126,158.0,3.42,1.58,10.3,0.05,1.31,0.0,4.91
생채·무침류,옥수수샐러드,166,483.0,12.68,6.01,11.94,0.09,1.88,5.82,1.96
생채·무침류,참치샐러드,151,299.0,7.52,6.91,8.65,0.05,1.47,21.91,10.82
생채·무침류,채소샐러드,145,74.0,5.1,4.72,13.35,0.06,2.11,7.08,1.16
생채·무침류,양장피,133,496.0,10.95,0.44,6.63,0.03,1.21,65.89,7.3
생채·무침류,부추오이무침,31,1070.0,5.01,4.15,0.39,0.0,0.08,0.0,1.95
생채·무침류,오이생채,69,474.0,8.96,8.04,2.9,0.0,0.14,0.0,1.78
생채·무침류,오이지무침,52,1615.0,4.21,2.78,3.51,0.01,0.41,0.0,0.96
생채·무침류,채소오징어무침,62,162.0,7.6,5.54,0.93,0.0,0.14,49.17,5.85
생채·무침류,오징어채무침,258,1803.0,28.41,18.71,5.53,0.03,0.99,227.73,23.6
생채·무침류,톳나물무침,75,600.0,12.28,6.94,2.09,0.01,0.3,0.0,1.87
생채·무침류,파래무침,49,736.0,4.97,1.73,1.7,0.03,0.2,2.17,3.53
생채·무침류,파무침,71,424.0,9.08,8.02,2.81,0.01,0.31,6.25,2.25
생채·무침류,풋고추풋고추된장무침,124,183.0,12.0,8.43,7.35,0.04,1.07,0.0,2.37
생채·무침류,풋마늘무침,71,477.0,11.27,5.95,1.04,0.01,0.11,0.0,4.14
생채·무침류,피조개무침,52,223.0,6.07,3.72,0.95,0.01,0.18,14.87,4.71
생채·무침류,해초무침,39,862.0,8.52,3.95,0.16,0.0,0.06,0.0,0.95
생채·무침류,회무침,82,275.0,8.6,4.53,1.65,0.03,0.52,26.4,8.09
생채·무침류,가오리회무침,81,354.0,6.35,5.47,1.16,0.0,0.2,277.64,11.33
생채·무침류,돌나물무침,69,360.0,8.3,5.26,3.18,0.06,0.5,0.0,1.66
김치류,고들빼기김치,71,605.0,11.52,4.4,1.38,0.0,0.14,3.9,3.0
김치류,깍두기,33,808.0,4.24,2.54,1.06,0.0,0.04,3.06,1.56
김치류,깻잎김치,62,924.0,8.92,4.04,1.72,0.0,0.08,0.0,2.82
김치류,나박김치,10,377.0,1.15,0.34,0.38,0.0,0.02,0.0,0.46
김치류,동치미,14,412.0,2.28,1.45,0.37,0.0,0.01,0.0,0.29
김치류,돌나물물김치,5,237.0,0.75,0.35,0.08,0.0,0.01,0.0,0.31
김치류,보쌈김치,30,661.0,3.73,1.69,0.72,0.0,0.04,5.98,2.19
김치류,부추김치,47,761.0,6.36,4.08,1.16,0.0,0.1,0.0,2.68
김치류,얼갈이배추김치,63,246.0,10.94,0.38,1.45,0.0,0.05,0.0,1.59
김치류,오이김치,38,466.0,5.64,2.37,0.8,0.0,0.11,0.0,2.06
젓갈류,가자미식해,134,685.0,11.64,3.71,4.81,0.03,0.7,73.81,11.09
젓갈류,양념갈치젓,149,5023.0,10.28,4.91,5.08,0.03,1.87,112.27,15.53
젓갈류,양념멸치젓,90,6667.0,7.4,0.6,1.6,0.0,0.8,117.6,11.4
젓갈류,양념새우젓,69,7402.0,6.0,0.5,1.8,0.0,0.3,69.8,7.1
젓갈류,양념오징어젓,60,2151.0,3.4,2.4,0.7,0.0,0.2,144.7,10.1
젓갈류,간장꽃게장,62,1089.0,6.04,4.21,1.1,0.0,0.16,48.91,7.02
젓갈류,양념꽃게장,97,804.0,12.61,8.77,0.61,0.01,0.24,46.16,10.23
장아찌·절임류,단무지,13,552.0,2.4,0.47,0.2,0.0,0.03,0.0,0.33
장아찌·절임류,더덕장아찌,141,1167.0,28.9,15.38,0.89,0.0,0.23,0.0,4.47
장아찌·절임류,우메보시(일본)매실장아찌,65,3728.0,11.03,7.87,1.77,0.0,0.03,0.0,1.27
장아찌·절임류,무짠지,11,2382.0,1.98,1.58,0.12,0.0,0.02,0.0,0.54
장아찌·절임류,무초절임(치킨무),17,189.0,3.05,1.75,0.3,0.0,0.02,0.0,0.52
장아찌·절임류,오이장아찌,14,740.0,2.54,1.04,0.28,0.0,0.04,0.0,0.36
장아찌·절임류,오이지,21,2050.0,2.84,0.0,0.72,0.0,0.04,0.0,0.74
음료 및 차류,미숫가루,70,24.0,10.42,0.0,2.27,0.0,0.36,0.0,2.08
수·조·어·육류,육회,130,418.0,8.12,5.29,6.43,0.08,2.11,28.09,9.93
밥류,리소토/리조또,148,276.0,0.0,2.49,0.0,0.0,2.53,0.0,5.81
밥류,리소토/리조또,185,217.0,0.0,1.66,0.0,0.0,4.94,0.0,6.22
밥류,리소토/리조또,173,258.0,0.0,0.19,0.0,0.0,3.35,0.0,3.71
밥류,볶음밥,208,497.0,22.04,2.57,0.0,0.0,3.76,0.21,10.97
밥류,볶음밥,170,445.0,0.0,0.75,0.0,0.0,0.73,0.0,5.38
밥류,볶음밥,180,428.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0
밥류,볶음밥,198,461.0,20.66,2.83,0.0,0.0,3.12,0.17,12.81
밥류,볶음밥,199,390.0,0.0,0.31,0.0,0.0,0.96,0.0,3.41
밥류,볶음밥,182,539.0,0.0,3.6,0.0,0.0,0.9,0.0,3.3
밥류,볶음밥,175,470.0,0.0,3.3,0.0,0.0,0.9,0.0,3.8
밥류,새우볶음밥,161,342.0,0.0,1.6,0.0,0.0,0.9,0.0,2.6
밥류,햄볶음밥,171,247.0,0.0,1.03,0.0,0.0,0.97,0.0,3.09
밥류,오므라이스,167,490.0,0.0,2.47,0.0,0.0,2.63,0.0,4.94
밥류,주먹밥,201,512.0,0.0,2.81,0.0,0.0,2.81,0.0,6.03
밥류,주먹밥,211,342.0,0.0,2.0,0.0,0.0,3.1,0.0,6.0
밥류,주먹밥,209,518.0,0.0,3.0,0.0,0.0,2.2,0.0,5.0
밥류,모듬김치 볶음밥,160,678.0,16.5,1.0,6.36,0.0,3.89,18.69,8.29
밥류,모듬김치 볶음밥,196,791.0,0.0,1.69,0.0,0.0,2.16,0.0,7.87
빵 및 과자류,찹쌀떡,238,225.0,45.0,7.5,5.5,0.0,5.0,12.5,2.5
빵 및 과자류,찹쌀떡,238,200.0,45.0,7.5,5.25,0.0,2.5,12.5,2.5
빵 및 과자류,찹쌀떡,263,225.0,47.5,2.5,5.5,0.0,2.5,12.5,5.0
빵 및 과자류,찹쌀떡,250,225.0,42.5,7.5,7.25,0.0,5.0,0.0,2.5
빵 및 과자류,감자빵,244,400.0,0.0,5.0,0.0,0.0,3.75,0.0,3.13
빵 및 과자류,감자빵,250,406.0,0.0,6.25,0.0,0.0,3.44,0.0,3.13
빵 및 과자류,감자빵,313,280.0,0.0,15.18,0.0,0.0,5.45,0.0,3.95
빵 및 과자류,감자빵,211,307.0,45.33,9.33,0.0,6.67,2.53,6.67,1.33
빵 및 과자류,감자빵,284,519.0,0.0,4.55,0.0,0.0,4.55,0.0,3.64
빵 및 과자류,감자빵,247,8.0,0.0,9.33,0.0,0.0,0.0,0.0,1.33
빵 및 과자류,감자빵,242,295.0,38.08,3.42,8.58,0.0,1.83,5.5,2.5
빵 및 과자류,감자빵,246,192.0,0.0,2.5,0.0,0.0,5.0,0.0,5.0
빵 및 과자류,감자빵,247,344.0,0.0,5.56,0.0,0.0,2.56,0.0,2.22
빵 및 과자류,감자빵,284,519.0,0.0,4.55,0.0,0.0,4.27,0.0,3.64
빵 및 과자류,건포도빵,311,355.0,0.0,9.25,0.0,0.0,0.97,0.0,7.53
빵 및 과자류,건포도빵,310,353.0,0.0,9.48,0.0,0.0,0.95,0.0,7.76
빵 및 과자류,건포도빵,265,333.0,0.0,9.33,0.0,0.0,1.4,0.0,6.0
빵 및 과자류,계란빵,313,361.0,0.0,18.0,0.0,0.0,6.0,0.0,2.0
빵 및 과자류,계란빵,238,390.0,0.0,6.67,0.0,0.0,4.76,0.0,10.48
빵 및 과자류,계란빵,240,225.0,0.0,13.75,0.0,0.0,4.13,0.0,10.0
빵 및 과자류,기타빵,315,292.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0
빵 및 과자류,기타빵,258,235.0,0.0,6.0,0.0,0.0,3.6,0.0,6.0
빵 및 과자류,기타빵,245,195.0,0.0,2.5,0.0,0.0,5.0,0.0,5.0
빵 및 과자류,기타빵,273,163.0,0.0,18.18,0.0,0.0,2.73,0.0,1.82
빵 및 과자류,기타빵,329,225.0,40.4,9.1,15.9,0.0,11.0,0.0,6.0
빵 및 과자류,기타빵,358,252.0,0.0,14.8,0.0,0.0,7.2,0.0,8.0
빵 및 과자류,기타빵,222,44.0,0.0,24.44,0.0,0.0,4.67,0.0,4.44
빵 및 과자류,기타빵,222,33.0,0.0,24.44,0.0,0.0,4.22,0.0,4.44
빵 및 과자류,기타빵,206,333.0,44.85,13.33,0.79,0.0,0.0,0.0,4.85
빵 및 과자류,기타빵,450,256.0,45.8,12.1,24.9,0.0,6.3,0.0,10.7
빵 및 과자류,기타빵,299,363.0,0.0,15.0,0.0,0.0,4.0,0.0,5.0
빵 및 과자류,기타빵,258,345.0,0.0,1.81,0.0,0.0,4.48,0.0,10.11
빵 및 과자류,기타빵,336,295.0,0.0,16.67,0.0,0.0,5.71,0.0,7.14
빵 및 과자류,기타빵,332,296.0,0.0,17.86,0.0,0.0,7.65,0.0,6.63
빵 및 과자류,기타빵,318,322.0,0.0,7.83,0.0,0.0,8.52,0.0,12.14
빵 및 과자류,기타빵,303,648.0,0.0,2.18,0.0,0.0,7.77,0.0,16.93
빵 및 과자류,기타빵,291,427.0,0.0,4.52,0.0,0.0,1.26,0.0,12.06
빵 및 과자류,기타빵,291,426.0,0.0,4.51,0.0,0.0,1.25,0.0,12.03
빵 및 과자류,기타빵,291,427.0,0.0,4.52,0.0,0.0,1.26,0.0,12.06
빵 및 과자류,기타빵,222,44.0,0.0,24.44,0.0,0.0,4.67,0.0,4.44
빵 및 과자류,기타빵,239,281.0,0.0,5.03,0.0,0.0,8.54,0.0,4.02
빵 및 과자류,기타빵,222,33.0,0.0,24.44,0.0,0.0,4.22,0.0,4.44
빵 및 과자류,기타빵,332,272.0,0.0,11.96,0.0,0.0,10.87,0.0,6.52
빵 및 과자류,기타빵,325,618.0,0.0,2.32,0.0,0.0,8.08,0.0,14.89
빵 및 과자류,기타빵,211,242.0,0.0,14.74,0.0,0.0,1.16,0.0,6.32
빵 및 과자류,기타빵,304,109.0,0.0,56.52,0.0,0.0,0.87,0.0,8.7
빵 및 과자류,기타빵,286,334.0,0.0,18.42,0.0,0.0,1.58,0.0,8.16
빵 및 과자류,기타빵,287,332.0,0.0,18.42,0.0,0.0,1.47,0.0,7.9
빵 및 과자류,기타빵,257,457.0,0.0,2.73,0.0,0.0,0.28,0.0,9.72
빵 및 과자류,기타빵,310,389.0,0.0,3.39,0.0,0.0,0.02,0.0,10.77
빵 및 과자류,기타빵,272,200.0,51.11,7.78,0.0,0.0,2.33,0.0,2.22
빵 및 과자류,기타빵,339,39.0,0.0,22.5,0.0,0.0,1.13,0.0,6.0
빵 및 과자류,기타빵,238,261.0,0.0,15.56,0.0,0.0,2.0,0.0,1.11
빵 및 과자류,기타빵,273,163.0,0.0,18.18,0.0,0.0,2.73,0.0,1.82
빵 및 과자류,기타빵,287,263.0,47.0,18.0,10.2,0.3,5.6,52.0,2.0
빵 및 과자류,기타빵,290,260.0,0.0,14.0,0.0,0.0,6.0,0.0,6.0
빵 및 과자류,기타빵,300,320.0,0.0,15.0,0.0,0.0,9.0,0.0,4.0
빵 및 과자류,기타빵,274,336.0,0.0,11.43,0.0,0.0,5.14,0.0,2.86
빵 및 과자류,깨찰빵,302,560.0,0.0,4.0,0.0,0.0,4.4,0.0,4.0
빵 및 과자류,깨찰빵,366,68.0,0.0,16.0,0.0,0.0,6.0,0.0,6.0
빵 및 과자류,깨찰빵,373,664.0,63.64,7.27,12.73,0.0,4.55,77.27,3.64
빵 및 과자류,깨찰빵,373,655.0,63.64,7.27,12.73,0.0,4.91,72.73,3.64
빵 및 과자류,깨찰빵,357,557.0,0.0,11.43,0.0,0.0,4.43,0.0,4.29
빵 및 과자류,깨찰빵,375,437.0,0.0,4.17,0.0,0.0,6.46,0.0,4.17
빵 및 과자류,깨찰빵,285,350.0,0.0,11.0,0.0,0.0,2.7,0.0,7.0
빵 및 과자류,깨찰빵,329,571.0,0.0,5.71,0.0,0.0,4.29,0.0,2.86
빵 및 과자류,도넛,339,314.0,0.0,11.43,0.0,0.0,6.43,0.0,5.71
빵 및 과자류,도넛,479,147.0,0.0,23.08,0.0,0.0,12.82,0.0,6.41
빵 및 과자류,도넛,426,300.0,0.0,36.25,0.0,0.0,6.25,0.0,2.5
빵 및 과자류,도넛,416,250.0,0.0,35.0,0.0,0.0,6.25,0.0,3.75
빵 및 과자류,도넛,404,269.0,0.0,11.54,0.0,0.0,5.19,0.0,1.92
빵 및 과자류,도넛,388,417.0,0.0,23.61,0.0,0.0,12.5,0.0,5.56
빵 및 과자류,도넛,384,357.0,0.0,3.57,0.0,0.0,6.79,0.0,3.57
빵 및 과자류,도넛,444,260.0,0.0,6.67,0.0,0.0,6.67,0.0,4.44
빵 및 과자류,도넛,369,167.0,0.0,20.0,0.0,0.0,6.67,0.0,5.56
빵 및 과자류,도넛,408,347.0,0.0,14.29,0.0,0.0,9.8,0.0,6.12
빵 및 과자류,도넛,469,400.0,46.15,15.38,24.62,0.0,7.23,0.0,6.15
빵 및 과자류,도넛,304,325.0,0.0,16.25,0.0,0.0,3.88,0.0,8.75
빵 및 과자류,도넛,330,313.0,0.0,20.0,0.0,0.0,2.78,0.0,6.09
빵 및 과자류,도넛,343,371.0,60.0,8.57,10.29,0.0,2.29,0.0,5.71
빵 및 과자류,도넛,348,371.0,59.05,8.57,10.48,0.0,2.38,0.0,4.76
빵 및 과자류,도넛,350,371.0,59.29,8.57,10.0,0.0,2.36,0.0,5.0
